Rented Bike Count,Hour,Temperature (C),Humidity (%),Wind speed (m/s),Visibility (10m),Dew point temperature (C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter,Weekday
659.0,18.0,4.1,40.0,2.1,1327.0,-8.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
407.0,19.0,3.3,58.0,1.7,1024.0,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
308.0,20.0,3.0,61.0,1.9,842.0,-3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
243.0,21.0,2.9,63.0,1.0,786.0,-3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
263.0,22.0,2.5,66.0,1.1,759.0,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
193.0,23.0,2.0,70.0,0.7,689.0,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
197.0,0.0,1.5,71.0,1.1,590.0,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
237.0,1.0,1.7,71.0,1.2,584.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
169.0,2.0,1.9,71.0,1.5,584.0,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
145.0,3.0,2.0,71.0,1.2,534.0,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79.0,4.0,1.9,74.0,1.2,514.0,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41.0,5.0,1.8,75.0,2.0,484.0,-2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48.0,6.0,1.6,78.0,1.6,448.0,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97.0,7.0,1.6,81.0,1.4,393.0,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
188.0,8.0,1.6,82.0,1.3,349.0,-1.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
222.0,9.0,1.6,78.0,2.0,260.0,-1.8,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
223.0,10.0,1.8,73.0,2.8,270.0,-2.5,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
235.0,11.0,2.6,62.0,2.9,294.0,-3.9,1.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
248.0,12.0,2.9,53.0,1.5,354.0,-5.7,1.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
296.0,13.0,2.8,31.0,4.0,967.0,-12.6,1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
286.0,14.0,2.2,24.0,1.5,1700.0,-16.3,1.66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
277.0,15.0,2.0,20.0,4.1,1942.0,-18.6,1.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
291.0,16.0,0.3,17.0,1.5,2000.0,-21.9,0.87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
277.0,17.0,-0.9,19.0,1.5,2000.0,-21.6,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
216.0,18.0,-2.0,15.0,1.5,2000.0,-25.2,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
151.0,19.0,-3.1,14.0,1.5,2000.0,-26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
132.0,20.0,-4.4,19.0,1.5,2000.0,-24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
124.0,21.0,-5.6,28.0,4.1,2000.0,-21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128.0,22.0,-6.2,32.0,3.5,2000.0,-20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118.0,23.0,-6.7,35.0,2.1,2000.0,-19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112.0,0.0,-6.9,36.0,2.1,2000.0,-19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95.0,1.0,-7.0,38.0,2.6,2000.0,-18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93.0,2.0,-7.0,42.0,1.6,2000.0,-17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58.0,3.0,-7.2,43.0,2.0,2000.0,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34.0,4.0,-7.5,42.0,2.4,1998.0,-18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.0,5.0,-7.8,39.0,2.8,2000.0,-19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39.0,6.0,-8.4,33.0,1.4,1963.0,-21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40.0,7.0,-9.2,34.0,2.0,1945.0,-22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81.0,8.0,-9.4,29.0,1.9,1967.0,-24.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126.0,9.0,-8.6,28.0,1.5,1786.0,-23.8,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130.0,10.0,-6.9,21.0,3.4,1827.0,-25.6,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
155.0,11.0,-5.0,25.0,3.2,1853.0,-22.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
174.0,12.0,-3.9,28.0,2.9,1921.0,-19.7,2.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
212.0,13.0,-2.4,28.0,3.0,1953.0,-18.4,2.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
191.0,14.0,-2.2,29.0,4.1,1983.0,-17.8,1.93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
181.0,15.0,-2.6,31.0,2.7,1987.0,-17.4,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
175.0,16.0,-3.6,36.0,1.5,2000.0,-16.5,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
198.0,17.0,-4.2,47.0,2.7,2000.0,-13.8,0.31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150.0,18.0,-4.6,56.0,3.6,2000.0,-12.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
147.0,19.0,-5.2,66.0,3.1,2000.0,-10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127.0,20.0,-5.7,67.0,2.6,2000.0,-10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119.0,21.0,-5.6,69.0,2.2,1984.0,-10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
103.0,22.0,-5.8,57.0,3.2,1980.0,-12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91.0,23.0,-7.0,49.0,3.4,1984.0,-15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
103.0,0.0,-7.7,52.0,3.2,1982.0,-15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
69.0,1.0,-7.9,52.0,3.7,1961.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45.0,2.0,-8.3,49.0,2.7,2000.0,-17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21.0,3.0,-8.5,35.0,2.7,2000.0,-21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
33.0,4.0,-8.6,31.0,3.5,2000.0,-22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30.0,5.0,-9.2,37.0,1.1,2000.0,-21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
109.0,6.0,-9.5,36.0,1.5,2000.0,-21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
236.0,7.0,-9.5,35.0,1.1,2000.0,-22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
517.0,8.0,-9.1,33.0,2.1,1998.0,-22.4,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
262.0,9.0,-8.4,28.0,2.2,1947.0,-23.7,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
161.0,10.0,-6.7,23.0,2.4,1938.0,-24.4,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
190.0,11.0,-6.1,25.0,2.8,1976.0,-22.9,1.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
202.0,12.0,-4.6,32.0,4.2,1874.0,-18.8,1.43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
246.0,13.0,-2.7,29.0,2.9,1961.0,-18.3,2.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
182.0,14.0,-2.4,30.0,3.4,1824.0,-17.6,2.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
228.0,15.0,-2.1,30.0,3.9,1933.0,-17.3,2.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
239.0,16.0,-2.4,33.0,1.5,1815.0,-16.5,1.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
288.0,17.0,-3.1,36.0,1.5,1988.0,-16.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
475.0,18.0,-4.4,46.0,3.5,2000.0,-14.3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
340.0,19.0,-4.9,52.0,2.0,2000.0,-13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
244.0,20.0,-4.7,55.0,1.7,2000.0,-12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
253.0,21.0,-4.3,59.0,3.0,1239.0,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
200.0,22.0,-4.2,57.0,1.7,2000.0,-11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
140.0,23.0,-4.4,58.0,2.4,2000.0,-11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
158.0,0.0,-5.0,60.0,1.8,1995.0,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
146.0,1.0,-5.5,60.0,1.3,1994.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
106.0,2.0,-6.0,58.0,2.0,2000.0,-12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
70.0,3.0,-6.2,61.0,1.3,1992.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46.0,4.0,-6.4,62.0,1.8,1978.0,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
51.0,5.0,-6.7,64.0,1.6,1981.0,-12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
96.0,6.0,-7.1,70.0,1.0,1977.0,-11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
294.0,7.0,-7.2,70.0,1.9,1946.0,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
568.0,8.0,-7.1,68.0,0.6,1931.0,-12.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
285.0,9.0,-5.9,52.0,1.4,1935.0,-14.1,0.53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
200.0,10.0,-2.4,41.0,1.5,1905.0,-13.8,1.19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
252.0,11.0,-0.3,40.0,3.4,1728.0,-12.2,1.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
281.0,12.0,1.0,41.0,3.3,1794.0,-10.8,2.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
256.0,13.0,2.6,40.0,3.5,1854.0,-9.6,2.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
300.0,14.0,3.7,39.0,3.8,1908.0,-9.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
295.0,15.0,3.7,40.0,1.5,1950.0,-8.6,1.96,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
328.0,16.0,3.9,41.0,4.0,1973.0,-8.1,1.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
410.0,17.0,3.5,46.0,3.1,1992.0,-7.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
604.0,18.0,3.1,50.0,3.7,2000.0,-6.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
406.0,19.0,2.4,57.0,3.2,1995.0,-5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
323.0,20.0,2.3,59.0,3.8,1981.0,-4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
290.0,21.0,2.6,57.0,3.8,2000.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
291.0,22.0,2.6,57.0,3.1,2000.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
211.0,23.0,2.4,59.0,3.2,2000.0,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
178.0,0.0,2.0,65.0,2.2,1885.0,-3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
213.0,1.0,1.3,67.0,1.2,1738.0,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
129.0,2.0,1.2,64.0,0.9,1680.0,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
101.0,3.0,1.1,65.0,1.0,1596.0,-4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
51.0,4.0,1.1,67.0,1.7,1506.0,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
56.0,5.0,1.0,68.0,0.6,1519.0,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
108.0,6.0,1.1,66.0,0.9,1550.0,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
292.0,7.0,1.3,66.0,1.1,1534.0,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
606.0,8.0,2.1,65.0,1.1,1559.0,-3.8,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
326.0,9.0,3.9,64.0,2.9,1483.0,-2.3,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
241.0,10.0,5.2,65.0,3.9,1313.0,-0.8,0.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
288.0,11.0,6.3,67.0,3.5,1179.0,0.6,0.52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
312.0,12.0,6.9,67.0,3.9,986.0,1.1,0.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
349.0,13.0,7.2,65.0,3.8,773.0,1.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
398.0,14.0,7.8,57.0,3.5,675.0,-0.2,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
461.0,15.0,8.7,48.0,4.1,767.0,-1.7,1.68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
447.0,16.0,8.0,36.0,3.5,1013.0,-6.1,1.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
484.0,17.0,6.6,34.0,2.8,1300.0,-8.1,0.42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
559.0,18.0,5.1,34.0,2.3,1440.0,-9.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
316.0,19.0,3.9,37.0,1.4,1417.0,-9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
262.0,20.0,2.8,29.0,2.8,1473.0,-13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
216.0,21.0,1.7,27.0,3.1,1734.0,-15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
218.0,22.0,0.3,33.0,4.0,1436.0,-14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
160.0,23.0,-0.3,35.0,2.1,1577.0,-13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
126.0,0.0,-0.7,37.0,3.5,1716.0,-13.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
123.0,1.0,-1.1,38.0,2.8,1999.0,-13.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
112.0,2.0,-1.2,35.0,2.2,2000.0,-14.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
74.0,3.0,-1.4,34.0,2.1,2000.0,-15.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
58.0,4.0,-1.9,34.0,3.0,2000.0,-15.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
32.0,5.0,-2.4,33.0,3.1,2000.0,-16.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
39.0,6.0,-2.6,38.0,1.0,2000.0,-15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
55.0,7.0,-3.0,40.0,0.9,2000.0,-14.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
112.0,8.0,-3.0,38.0,1.0,2000.0,-15.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
112.0,9.0,-3.5,30.0,1.5,1980.0,-18.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
127.0,10.0,-1.6,26.0,1.9,1980.0,-18.6,1.29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
170.0,11.0,0.1,22.0,2.0,2000.0,-19.1,1.84,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
174.0,12.0,1.7,20.0,3.0,1983.0,-18.9,2.28,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
240.0,13.0,2.2,18.0,3.4,1942.0,-19.7,2.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
270.0,14.0,2.9,14.0,4.3,2000.0,-22.0,2.29,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
276.0,15.0,3.8,17.0,3.2,2000.0,-19.0,1.97,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
273.0,16.0,3.2,16.0,3.0,2000.0,-20.2,1.45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
236.0,17.0,2.4,17.0,3.1,1990.0,-20.2,0.78,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
190.0,18.0,1.1,18.0,2.5,2000.0,-20.6,0.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
166.0,19.0,0.1,21.0,2.9,2000.0,-19.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
148.0,20.0,-0.4,27.0,2.2,2000.0,-17.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
134.0,21.0,-1.1,32.0,2.4,2000.0,-15.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
145.0,22.0,-1.9,30.0,0.8,2000.0,-17.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
92.0,23.0,-2.5,31.0,1.4,1996.0,-17.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
105.0,0.0,-3.3,35.0,1.8,1977.0,-16.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
77.0,1.0,-3.6,35.0,2.0,1943.0,-16.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
47.0,2.0,-4.1,38.0,1.2,1996.0,-16.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
36.0,3.0,-4.4,37.0,1.7,1989.0,-16.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
35.0,4.0,-4.5,42.0,1.4,1944.0,-15.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
28.0,5.0,-5.0,44.0,0.9,1976.0,-15.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
30.0,6.0,-5.2,42.0,0.7,1980.0,-16.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
49.0,7.0,-5.4,41.0,0.3,2000.0,-16.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
68.0,8.0,-5.4,38.0,0.7,2000.0,-17.5,0.04,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
48.0,9.0,-4.3,33.0,0.7,1923.0,-18.2,0.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
78.0,10.0,-1.3,32.0,1.5,1933.0,-15.9,1.24,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
93.0,11.0,1.0,25.0,1.4,1782.0,-16.8,1.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
137.0,12.0,2.2,19.0,1.4,1946.0,-19.1,2.01,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
169.0,13.0,3.5,17.0,3.2,1971.0,-19.3,2.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
196.0,14.0,4.2,18.0,3.3,1976.0,-18.0,2.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
243.0,15.0,4.0,26.0,3.5,2000.0,-13.8,1.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
189.0,16.0,3.3,38.0,3.8,1921.0,-9.6,1.33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
210.0,17.0,2.5,48.0,4.2,1979.0,-7.4,0.76,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
165.0,18.0,1.4,56.0,3.2,1932.0,-6.4,0.22,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
126.0,19.0,0.6,59.0,2.3,1939.0,-6.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
150.0,20.0,0.2,61.0,1.9,1956.0,-6.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
114.0,21.0,0.1,67.0,2.5,1451.0,-5.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
116.0,22.0,-0.6,70.0,3.4,1204.0,-5.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
84.0,23.0,-2.0,51.0,3.2,1336.0,-10.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
79.0,0.0,-2.7,41.0,3.2,1695.0,-14.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
71.0,1.0,-3.1,36.0,3.5,2000.0,-16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
56.0,2.0,-3.8,30.0,3.9,2000.0,-18.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34.0,3.0,-4.5,28.0,3.0,2000.0,-20.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20.0,4.0,-5.2,28.0,2.5,2000.0,-20.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
14.0,5.0,-5.7,31.0,2.3,1999.0,-20.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
39.0,6.0,-6.2,32.0,2.5,2000.0,-20.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35.0,7.0,-6.8,32.0,1.6,2000.0,-20.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
80.0,8.0,-7.1,30.0,1.7,1991.0,-21.7,0.04,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
98.0,9.0,-6.5,26.0,2.4,1874.0,-22.8,0.64,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
103.0,10.0,-4.3,21.0,1.4,1908.0,-23.4,1.34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
155.0,11.0,-2.8,19.0,2.6,1957.0,-23.2,1.91,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
183.0,12.0,-1.3,17.0,1.5,1998.0,-23.2,2.28,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
193.0,13.0,-0.4,15.0,2.4,1938.0,-23.9,2.46,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
258.0,14.0,-0.1,15.0,4.0,2000.0,-23.7,2.39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
273.0,15.0,1.0,14.0,1.5,2000.0,-23.5,2.12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
267.0,16.0,1.3,15.0,4.2,2000.0,-22.5,1.63,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
250.0,17.0,0.6,17.0,3.3,2000.0,-21.7,0.79,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
223.0,18.0,-0.3,17.0,1.9,2000.0,-22.4,0.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
169.0,19.0,-1.5,32.0,2.5,2000.0,-16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
145.0,20.0,-2.1,38.0,2.0,2000.0,-14.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
133.0,21.0,-2.3,38.0,2.3,2000.0,-14.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
123.0,22.0,-2.7,42.0,2.2,2000.0,-13.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
117.0,23.0,-2.9,31.0,3.8,2000.0,-17.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
99.0,0.0,-3.6,33.0,1.7,2000.0,-17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
103.0,1.0,-4.4,33.0,1.4,2000.0,-18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
86.0,2.0,-4.7,33.0,0.1,2000.0,-18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56.0,3.0,-4.5,26.0,0.0,2000.0,-21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37.0,4.0,-4.1,27.0,0.6,2000.0,-20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22.0,5.0,-4.0,28.0,0.5,2000.0,-19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38.0,6.0,-4.1,30.0,1.1,2000.0,-19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,7.0,-4.6,31.0,1.2,2000.0,-19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92.0,8.0,-4.8,31.0,0.8,2000.0,-19.3,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
137.0,9.0,-4.1,30.0,0.5,2000.0,-19.1,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
